Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
09/27/2023,01/01/2020,09/23/2023,GA,Fayette County,2,13,113,13113,Distribution of all-cause deaths (%),4767,568,0.603,0.351,,0.017,,0.025,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Fayette County,2,13,113,13113,Distribution of COVID-19 deaths (%),4767,568,0.481,0.46,,0.023,,0.03,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Fayette County,2,13,113,13113,Distribution of population (%),4767,568,0.596,0.253,0.002,0.05,0.001,0.077,0.021,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Floyd County,4,13,115,13115,Distribution of all-cause deaths (%),7495,956,0.862,0.116,,0.004,,0.017,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Floyd County,4,13,115,13115,Distribution of COVID-19 deaths (%),7495,956,0.865,0.104,,,,0.026,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Floyd County,4,13,115,13115,Distribution of population (%),7495,956,0.702,0.145,0.002,0.014,0.001,0.118,0.018,Small metro,
09/27/2023,01/01/2020,09/23/2023,GA,Forsyth County,2,13,117,13117,Distribution of all-cause deaths (%),7024,586,0.882,0.042,,0.04,,0.035,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Forsyth County,2,13,117,13117,Distribution of COVID-19 deaths (%),7024,586,0.824,0.056,,0.036,,0.082,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Forsyth County,2,13,117,13117,Distribution of population (%),7024,586,0.674,0.042,0.002,0.168,0,0.096,0.017,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Fulton County,1,13,121,13121,Distribution of all-cause deaths (%),38623,3198,0.426,0.509,0.001,0.026,,0.036,0.003,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Fulton County,1,13,121,13121,Distribution of COVID-19 deaths (%),38623,3198,0.347,0.558,,0.024,,0.064,0.005,Large central metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Fulton County,1,13,121,13121,Distribution of population (%),38623,3198,0.393,0.436,0.001,0.078,0,0.072,0.02,Large central metro,
09/27/2023,01/01/2020,09/23/2023,GA,Glynn County,4,13,127,13127,Distribution of all-cause deaths (%),4774,550,0.77,0.202,,0.008,,0.018,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Glynn County,4,13,127,13127,Distribution of COVID-19 deaths (%),4774,550,0.702,0.253,,,,0.027,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Glynn County,4,13,127,13127,Distribution of population (%),4774,550,0.635,0.261,0.003,0.016,0.001,0.069,0.016,Small metro,
09/27/2023,01/01/2020,09/23/2023,GA,Gordon County,5,13,129,13129,Distribution of all-cause deaths (%),2372,300,0.943,0.03,,,,0.022,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Gordon County,5,13,129,13129,Distribution of COVID-19 deaths (%),2372,300,0.907,0.04,,,,0.05,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Gordon County,5,13,129,13129,Distribution of population (%),2372,300,0.764,0.039,0.002,0.012,0.001,0.166,0.015,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Gwinnett County,2,13,135,13135,Distribution of all-cause deaths (%),18115,1544,0.581,0.232,0.001,0.093,0.001,0.088,0.004,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Gwinnett County,2,13,135,13135,Distribution of COVID-19 deaths (%),18115,1544,0.466,0.24,,0.106,,0.184,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Gwinnett County,2,13,135,13135,Distribution of population (%),18115,1544,0.343,0.285,0.002,0.128,0,0.218,0.024,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Habersham County,5,13,137,13137,Distribution of all-cause deaths (%),1526,142,0.959,0.021,,0.011,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Habersham County,5,13,137,13137,Distribution of COVID-19 deaths (%),1526,142,0.951,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Habersham County,5,13,137,13137,Distribution of population (%),1526,142,0.76,0.035,0.002,0.022,0.001,0.164,0.016,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Hall County,4,13,139,13139,Distribution of all-cause deaths (%),12284,1729,0.862,0.071,0.001,0.014,,0.051,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Hall County,4,13,139,13139,Distribution of COVID-19 deaths (%),12284,1729,0.817,0.084,,0.017,,0.082,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Hall County,4,13,139,13139,Distribution of population (%),12284,1729,0.599,0.073,0.002,0.021,0,0.291,0.013,Small metro,
09/27/2023,01/01/2020,09/23/2023,GA,Henry County,2,13,151,13151,Distribution of all-cause deaths (%),8178,820,0.519,0.431,0.001,0.021,,0.026,0.002,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Henry County,2,13,151,13151,Distribution of COVID-19 deaths (%),8178,820,0.457,0.465,,0.023,,0.052,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Henry County,2,13,151,13151,Distribution of population (%),8178,820,0.377,0.489,0.002,0.033,0.001,0.076,0.023,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Houston County,4,13,153,13153,Distribution of all-cause deaths (%),5498,510,0.68,0.279,,0.017,,0.019,0.002,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Houston County,4,13,153,13153,Distribution of COVID-19 deaths (%),5498,510,0.608,0.325,,0.02,,0.041,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Houston County,4,13,153,13153,Distribution of population (%),5498,510,0.543,0.327,0.003,0.031,0.001,0.068,0.028,Small metro,
09/27/2023,01/01/2020,09/23/2023,GA,Laurens County,5,13,175,13175,Distribution of all-cause deaths (%),3095,386,0.661,0.327,,0.004,,0.006,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Laurens County,5,13,175,13175,Distribution of COVID-19 deaths (%),3095,386,0.679,0.308,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Laurens County,5,13,175,13175,Distribution of population (%),3095,386,0.572,0.373,0.002,0.01,0,0.028,0.014,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Lowndes County,4,13,185,13185,Distribution of all-cause deaths (%),4927,604,0.627,0.341,,0.01,,0.018,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Lowndes County,4,13,185,13185,Distribution of COVID-19 deaths (%),4927,604,0.599,0.358,,,,0.025,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Lowndes County,4,13,185,13185,Distribution of population (%),4927,604,0.525,0.371,0.003,0.019,0.001,0.061,0.02,Small metro,
09/27/2023,01/01/2020,09/23/2023,GA,Muscogee County,3,13,215,13215,Distribution of all-cause deaths (%),11669,1371,0.55,0.418,,0.01,0.002,0.019,0.001,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Muscogee County,3,13,215,13215,Distribution of COVID-19 deaths (%),11669,1371,0.551,0.41,,0.011,,0.023,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Muscogee County,3,13,215,13215,Distribution of population (%),11669,1371,0.395,0.465,0.003,0.028,0.002,0.08,0.027,Medium metro,
09/27/2023,01/01/2020,09/23/2023,GA,Newton County,2,13,217,13217,Distribution of all-cause deaths (%),3213,331,0.621,0.354,,0.005,,0.016,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Newton County,2,13,217,13217,Distribution of COVID-19 deaths (%),3213,331,0.607,0.35,,,,0.033,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Newton County,2,13,217,13217,Distribution of population (%),3213,331,0.428,0.476,0.002,0.011,0.001,0.062,0.02,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Paulding County,2,13,223,13223,Distribution of all-cause deaths (%),3303,285,0.822,0.14,,0.008,,0.026,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Paulding County,2,13,223,13223,Distribution of COVID-19 deaths (%),3303,285,0.821,0.144,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Paulding County,2,13,223,13223,Distribution of population (%),3303,285,0.669,0.221,0.002,0.012,0.001,0.074,0.021,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Pickens County,2,13,227,13227,Distribution of all-cause deaths (%),1765,230,0.978,0.007,,,,0.009,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Pickens County,2,13,227,13227,Distribution of COVID-19 deaths (%),1765,230,0.974,,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Pickens County,2,13,227,13227,Distribution of population (%),1765,230,0.93,0.012,0.003,0.008,0,0.033,0.014,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Richmond County,3,13,245,13245,Distribution of all-cause deaths (%),15857,2064,0.537,0.43,0.001,0.011,0.001,0.018,0.001,Medium metro,
09/27/2023,01/01/2020,09/23/2023,GA,Richmond County,3,13,245,13245,Distribution of COVID-19 deaths (%),15857,2064,0.543,0.419,,0.012,,0.024,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Richmond County,3,13,245,13245,Distribution of population (%),15857,2064,0.331,0.57,0.003,0.017,0.002,0.053,0.024,Medium metro,
09/27/2023,01/01/2020,09/23/2023,GA,Rockdale County,2,13,247,13247,Distribution of all-cause deaths (%),3258,326,0.493,0.466,,0.007,,0.029,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Rockdale County,2,13,247,13247,Distribution of COVID-19 deaths (%),3258,326,0.442,0.512,,,,0.04,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Rockdale County,2,13,247,13247,Distribution of population (%),3258,326,0.272,0.585,0.002,0.016,0.001,0.103,0.021,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Spalding County,2,13,255,13255,Distribution of all-cause deaths (%),4767,521,0.701,0.279,,0.004,,0.013,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Spalding County,2,13,255,13255,Distribution of COVID-19 deaths (%),4767,521,0.67,0.294,,,,0.031,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Spalding County,2,13,255,13255,Distribution of population (%),4767,521,0.566,0.352,0.003,0.009,0.001,0.052,0.018,Large fringe metro,
09/27/2023,01/01/2020,09/23/2023,GA,Sumter County,5,13,261,13261,Distribution of all-cause deaths (%),1449,168,0.547,0.44,,,,0.008,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Sumter County,5,13,261,13261,Distribution of COVID-19 deaths (%),1449,168,0.518,0.47,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Sumter County,5,13,261,13261,Distribution of population (%),1449,168,0.387,0.526,0.003,0.012,0,0.06,0.011,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Thomas County,5,13,275,13275,Distribution of all-cause deaths (%),2974,332,0.629,0.356,,,,0.011,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Thomas County,5,13,275,13275,Distribution of COVID-19 deaths (%),2974,332,0.587,0.38,,,,0.03,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Thomas County,5,13,275,13275,Distribution of population (%),2974,332,0.573,0.361,0.004,0.01,0,0.038,0.013,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Tift County,5,13,277,13277,Distribution of all-cause deaths (%),2599,398,0.71,0.25,,0.005,,0.033,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Tift County,5,13,277,13277,Distribution of COVID-19 deaths (%),2599,398,0.633,0.289,,,,0.078,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/27/2023,01/01/2020,09/23/2023,GA,Tift County,5,13,277,13277,Distribution of population (%),2599,398,0.544,0.301,0.002,0.014,0,0.125,0.013,Micropolitan,
09/27/2023,01/01/2020,09/23/2023,GA,Toombs County,5,13,279,13279,Distribution of all-cause deaths (%),2077,288,0.759,0.214,,,,0.024,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
